title,viewCount,publishedAt,thumbnails,comments
Why is it OK to fail? #munibamazari #aspiretoinspire #dailymotivation #nevergiveup,18034,2023-05-26T06:02:46Z,"{'default': {'url': 'https://i.ytimg.com/vi/_PTFogoBztc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/_PTFogoBztc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/_PTFogoBztc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/_PTFogoBztc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/_PTFogoBztc/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩🤣👍; Thank you mam your words really helped me to come out of grief and sorrow; Thank you you are my real life hero I Love you; KMAL H 🤲; Api mai b ap ki terha english bolna chti ho plz help me  or mujy batiye kasy ap ny english language  sikhi plz api help me; absolutely right mam and you are inspiration to me  and you are very brave lady because you your life and get success😍😍💌♥️♥️♥️❤️❤️❤️❤️; Lovely, thank you ma'am🌹; Right ma'am Muniba Mazari sahiba.❤; The word has inspired a lot mam; ❤❤❤❤❤❤❤❤❤❤❤❤❤; Thanks a lot for make my strength 🌸; Thankyou ❤; Very nice ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤; Good morning mam; Amazing ❤; Love You didi ❤️ Love you Akka 💙 Love You Sister ❤️💙; Absolutely right 👍 There is more difference between losing and losing hope, me Uzma hameed; You are an inspiration to me mam❤❤
Lots of love to you iron lady ❤; l hope you feel laid-back❤❤❤❤😊😊; Good"
Do you love too deeply? #munibamazari #dailymotivation #aspiretoinspire #dreamaimbelieve,21785,2023-05-21T16:12:46Z,"{'default': {'url': 'https://i.ytimg.com/vi/Fx6gaqdkV8c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Fx6gaqdkV8c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Fx6gaqdkV8c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Fx6gaqdkV8c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Fx6gaqdkV8c/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩🤣👍; 🇮🇳❤; GOD BLESS YOU MUNIBA JI🥰🥰🥰🥰🥰🥰❤❤❤❤❤🥰🥰🥰🥰❤❤❤🥰🥰🥰🥰🥰🥰❤❤❤❤❤🥰🥰🥰🥰❤❤❤❤🥰🥰🥰🥰❤🥰🥰🥰❤❤❤❤❤; I ❤️ You Muniba Sister; MASHALLAH 🌹❤️; U r the one who spread love between people.Who motivate other. Thanks to God who created such a beautiful soul. May God gives u happiness in ur whole life and fulfill all ur dreams in this life and hereafter🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍; we love you million of dollars. I am from India. love you all .; I am your big fan from India 🇮🇳 your every word touches my heart ❤️ and gave me strength to never give up thanks a lots mam; Api urdo me bat kiya khery please❤; 😂😂☺️; Yes ma'am I have big heart to feed those children who don't have parents, just like you ma'am!; hi; You is the best woman 😇; Thanks 😭; Hello My Sweet friend(I m waiting for your comments on saying Friends)Nomy--Naveed; Yes , i am; very nice 👍🌹; very good; I love you mama..... I am always confident because of you.; Allah wasaya"
Happy Mother’s Day! 💕 #munibamazari #dailymotivation #dreamaimbelieve #mothersdayspecial,14568,2023-05-14T09:45:35Z,"{'default': {'url': 'https://i.ytimg.com/vi/gW4NKQfSoSg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gW4NKQfSoSg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gW4NKQfSoSg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gW4NKQfSoSg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gW4NKQfSoSg/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩👍❤; i am very inspire from you 
i am one of biggest fan mam; Munida Mazari you are great and your advice
and painting is very good
.Iam your big friend ❤❤❤❤❤❤❤❤❤❤❤❤❤; ALLAH PAK RABUL IJAT
SABHI MAAU 
Ko HAMESHA KHUSHABAD SHAD RAKHY
HAMESHA SLAMAT RAKHY
CHAHY JHAAN BHI RHE HAMESHA KHUSH RHEN
HASTI MUSKURATI RAHE
 AMEEN SUM AMEEN; Maa means Love❤; ❤️❤️; very nice 👍💎💎🌹🌹🌹; very good; I am big fan of you  i will come to see you very soon 😇😇😁😁 and I am very excited for this moment 😊; ❤❤❤; I like you 💖💖💖💖💖💖💖💖 sister muniba ♥️❤️❤️❤️❤️❤️❤️♥️♥️♥️♥️❤️♥️❤️♥️❤️♥️❤️❤️❤️♥️♥️❤️♥️; 🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲; Brave lady❤; Happy mother's day everyone; God bless your mom muniba mazari❤❤❤; Happy Mother Day So Nice Video 👍✌😎🎖🏅🏆🥇👌☑️👑💝✍️; Happy mother's day, 💐 May Allah bless everyone mothers and keep them healthy and safe, 🙏❤️, me Uzma hameed; Muniba Ma'am you are a great mother and your mother as well is a strong and a great lady we can see how greatly she brought you up and taught you so all and now you are showing how great your mother is because i feel that every daughter or any child is a reflication of there mother . 
Happy mothers day to you and to your mum . Have a great day 😊; Love you dear...Stay blessed n lots of love to Maa; Great ❤👍"
What is Toxic Competition? | Muniba Mazari,76899,2023-05-05T12:00:40Z,"{'default': {'url': 'https://i.ytimg.com/vi/l1szCqPPsZ0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/l1szCqPPsZ0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/l1szCqPPsZ0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/l1szCqPPsZ0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/l1szCqPPsZ0/maxresdefault.jpg', 'width': 1280, 'height': 720}}","I am very inspiring you and thank you so much god bless you; Asalamalekom madam Boss jab Allah ka khof ho wo man muqablah nhi karta Donya Argi ha Aggar Mie ne koei Gallat kaam kiya ha to bool sakty ho thanks Allah koshyaan de Ameen; Really your video helped and emphasizes me to boosting my spoken,,,mam I have a question,,How I can improve my vocabulary?; Hi Muniba! I am enamoured with you and your courge since I listened to you first. I wish I could talk to you!; Saya dari Indonesia, tolong tambahkan subtitle Indonesia untuk setiap video mu 😊; ❤; Thank you mam  i learnt a lot of things from you. I have understood how to live in the world how to survive in healthy boundries; ❤ Love you sister ❤
From India; 5:09 5:15; 100% well said
 You r amazing person.  God bless you always ❤; I love you mam; Sister muniba u taught me a lot; Madam, you have a very beautiful manner.; Thanks fr changing my level of thinking; Nice; You are a hero woman!; 🤩😍🤗🙏👍; Thankyou Ma'am for this enlightening video.; Thank you for my inspiration; Muniba has had a ln easy life.

Life is like a cuckoo bird if you dont run fast you will be like a broken unda"
My Very First TED Talk!🌹 #munibamazari #dailymotivation #dreamaimbelieve #aspiretoinspire,33102,2023-05-01T14:36:29Z,"{'default': {'url': 'https://i.ytimg.com/vi/CvBv47IolzA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/CvBv47IolzA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/CvBv47IolzA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/CvBv47IolzA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/CvBv47IolzA/maxresdefault.jpg', 'width': 1280, 'height': 720}}","You are my inspiration you are my ideal I'm handicap but you are my inspiration and you only the person that give a big hope when I'm too depressed❤; l realize you ❤; آپ کی خدا کی منتخب کردہ خاتون بہن، اور اس کے بارے میں کبھی نہ بھولیں بہن اور یہاں تک کہ معاشرتی زندگی میں بھی کبھی کبھی بے عزتی ہوتی ہے جیسا کہ پیچیدہ الفاظ میں منفی کو پسند کرتا ہے لیکن اگرچہ بڑی محبت بھری کائنات میں سرمایہ کاری کی گئی تھی آپ کے 12 سال دوبارہ گزرے ہیں ایک پریرتا ایک جوش کے راستے میں بدل جاتا ہے 👣 زندگی کے احساس سے دور کنٹرول میں جوش و خروش کے طور پر پسند کرتا ہے میٹھے ٹی ایل کے تمام تک رسائی ایک انڈیکس رابطے کے بعد سوشل پلیٹ فارم پر یہ ابھی تک ممکن نہیں ہو سکا! آپ نے یہ کر دیا ہے بہن، میں کہتا ہوں کہ آپ کی زندگی میں یقین ہے کہ آپ خود کو ایک ❤ لوگوں کی بہن میں تبدیل کرنے کے خواہشمند کو پسند کرتے ہیں، تو سری بہن اگر مجھ سے ایک سال پہلے کی بات کی جائے تو مجھے اس بات پر افسوس ہو رہا ہے آپ کے بازو کی سماجی طرز زندگی کی توجہ میں تمام بے عزتی کو صاف کرنے دیں! سس مجھے امید ہے کہ اگر آپ نے اتنی تبدیلیاں کیں ❤لوگوں کی ان جیسی ہی بہن، میں رو پڑی تھی 😢 آپ کے بارے میں کسی غلط کا فیصلہ کرنے کے لیے، یہاں تک کہ مجھے چھٹی کی ایک رات بہت زیادہ رونے کا احساس ہوتا ہے! ❤; Really; Nice; tumhara right hand frequenty work karta tha ha hahaha locts of people in world is wishing for you who see the one video is some days older and thats one is 5 year older just think he is in nahi us ko yaad nahi hoga ha hah ah h hahah ah ha; just get power to tell truth never say lie to a man who workshi for you that you become heal  kalyug ka asar hai to jis ne vish kiya vo dukhi ho jayga mere maze lerahi hai; Only Aĺlah no men or woman mam❤❤❤; thanks sweet; yar jesa boIo hath de deya ha ais treqa chaIIana  APbhi aap bhi Khush Aur Main Bhi Khush; tumare hath mie ha mie tumme kosh dekna chata ho; I am from India your native country. But really sister i am very impressed with your self confidence and positive attitude ❤; You are so beautiful ❤️❤️; ❤❤❤😂; Thank you so much...sister 
You are always the best God bless you long life...; Assalamualaikum wa Rahmatullahi wa Barakatu Muniba i am watching your all videos and I am impressed your speach ...... believe me

And I salute to you my beautiful singer ...
Please keep it up 👍 ...
Not only i am with you all world is with you and your thoughts.

Please remember me in your prayers (Namaz) 🤲🤲🤲
Duwa me yaad rakhna Apanjan 🤲🤲🤲; Thank you so much for being in life through social media. The way you are spreading positivity in people's lives is certainly commendable in every sense. Thank you so much. You changed my thought process. 🙏🙏🌸🌸💐💐🙏🙏; Wow what a great speech 😢❤❤❤❤❤❤❤❤❤❤❤❤❤ i love u 💕😍😍💕💕😍😍💕💕💕😍💕💕 so much; u r touch my hurt nice really ur nice; You're my inspiration"
Do You Believe in Power of Giving? #munibamazari #aspiretoinspire #dailymotivation #secretofsuccess,11908,2023-04-26T14:51:45Z,"{'default': {'url': 'https://i.ytimg.com/vi/GrGfTyBzK4c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GrGfTyBzK4c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GrGfTyBzK4c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/GrGfTyBzK4c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/GrGfTyBzK4c/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Do u believe in god still that he/she is right?; Hare Krishna ❤; ❤️🩷❤️; yes it happened with me; You’re so right and looking so beautiful 💐💐💐💐💐💐☺️💐💐💐💐💐💐💐💐; ❤❤❤❤; Offcourse you are saying absolutely true . Love from India 🇮🇳; Ironically, true spirit of a athlete. God bless you.; Love your words 💗; Plzz made a video in menifestation.... N are u belive that??; Love you 😊❤❤❤; Absolutely right 🌺🌺; ❤❤; Krishna bless you 😊; Absolutely right 👍🏻; ♥️💯🌸; HOW MUCH BEAUTIFUL WORDS ARE..........! THE WAY OF SPIRTUAL SATISFACTIOM; Absolutely right❤; This is absolutely beautiful 💯♥️🙏To do things for others just because you can and want to makes it so much more special and memorable.💛; Yeah!!!!"
Eid Mubarak To All! 💕🌙 #munibamazari #aspiretoinspire #dailymotivation #eid2023,29767,2023-04-23T06:22:25Z,"{'default': {'url': 'https://i.ytimg.com/vi/8-vDNTITT9I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8-vDNTITT9I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8-vDNTITT9I/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/8-vDNTITT9I/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/8-vDNTITT9I/maxresdefault.jpg', 'width': 1280, 'height': 720}}","My Beloved ""Iron Lady, Good Soul, Muniba Mazari"" U'r Inspiring Everyone, With God Blessing To Madam Muniba Mazari, Her Beloved Son And Loving Family❤️🍁🙏🏼😇🌠🎼; ❤😍🤩👍; ❤️🤩😍🤗🙏👍; Masha Allah; Blessed 😍; 😍🤩👍; Masha Allah miss,muniba mazari best lady in the world,,, and wisdom from your hard work,,, unbelievable gift from God,,,, insha'Allah your every steps be colorful,,, also don't stop your painting,,,all the best queen,,,,move forward Allah always with you,,,, and important women salute,,, salute,,,; Aoa may Allah bless you i am your nieghbor; Eid mubarek u...........!; ❤❤❤; ❤🌙; sheeree,n mazari; 💞💖💖💖; Eid Mubarak to you and your family, lots of dua for you ma'am 💓me your biggest fan ❣️ Uzma hameed; Mashallah Eid Mubarak sister; ❤love you mem from India!! 
Always be happy 😊; Same to you 🎉🌷🌹; Muneeba unconditional love for you ❣️❣️❤️💕❤️💕 . Love you so much   . Maybe there will be a day when I meet with u; ঈদ মোবারক; eid Mubarak my sister and your famille 🇧🇮🇧🇮🇧🇮🇧🇮🇧🇮do u know this country ???this IS Burundi Bujumbura town"
What is success? #munibamazari #aspiretoinspire #dailymotivation #success #successquotes,10829,2023-04-21T10:00:23Z,"{'default': {'url': 'https://i.ytimg.com/vi/bjvZgmKARKQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bjvZgmKARKQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bjvZgmKARKQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/bjvZgmKARKQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/bjvZgmKARKQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Wow that good; how are you ki; OoSorry; patiant; Truer ❤; Actually success is too taught if we're handled to a way determining for successfullness friends actually sis. muniba mazar was a really great entire world hero and also do into an helping  each other as per to his wishes; Eid Mubarak, May Allah bless you and your family; I like  you smile  apu ❤❤; ❤❤❤❤; Great 👍🏻; ALLAH PAK RABUL IJAT
AP SABHI Ko HAMESHA SLAMAT KHUSHABAD SHAD RAKHY
AMEEN SUM AMEEN; Love n Duas!♥️🤲🌸; Mashallah,❤️❤️💚💚; Hare Krishna 🙏; MashaAllah so beautiful looks like you 😊❤❤"
Refine Yourself! #munibamazari #aspiretoinspire #dailymotivation #selflove #selflovequote,16470,2023-04-14T10:00:03Z,"{'default': {'url': 'https://i.ytimg.com/vi/2XiME1XT69g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/2XiME1XT69g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/2XiME1XT69g/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/2XiME1XT69g/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/2XiME1XT69g/maxresdefault.jpg', 'width': 1280, 'height': 720}}","BHI Ap del Ka hall Janet ho . Allah janta ha; ❤❤❤; GOD BLESS YOU MUNIBA JI🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰❤❤🥰🥰🥰❤❤❤🥰🥰🥰❤❤❤🥰🥰🥰🥰❤; Mam u have a pure soul. Ur motivations give me self confidence. I did not have self confidence in myself in the past but when I saw ur videos my confidence became higher and higher 🤍🥀🤍🥀🤍; Ok; Juat for sure for muniba i cant be with mafia.....all the time proof tell is fail and many unwant happen....okay im wali this should not come to my life ......im sorry that what Allah want for sure okay no negotiate with darkside it genuine want Allah his massage has been updated to all human by my self.....; Jan Good morning; 💐💐👍👍👍very powerful words 👍👍👍💐💐; Great 👍🏻; I DON'T KNOW WHAT TO I SAY ABOUT YOU BUT ONE THING.
MY BLESSINGS ALWAYS WITH YOU🥺❣️; ❤❤❤; God always bless u my darling. ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤; Yeh😌; ❤ lots of love and respect for you ma'am ❤️, me Uzma hameed; 🌈🫧dher sara pyar apko ❤; ♥️♥️♥️; Happy.  Vishu.  My. Respect.   Muniba mazari 💕💕💕💕💕💕💕💕💕.  Happy 😊😊😊😊😊.  Weekend &.  Happy.   Ramdan Mubarak.   Month; all the best, beautiful girl 🌹; Wow!! Then  thank you so much ❤❤❤❤ for your loving and great emotions  future emotions  quotes and it's does really help for us  ❤ to be keep beyond over through a ❤❤❤❤ positive vibes sister...  And i don't hve wrds so happy😊and proud great quotes motivational thought; So beautifull ❤❤❤❤ love you alot, May God Bless u ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
Our Daily Aftaar at FoodDrive! #munibamazari #aspiretoinspire #dailymotivation #fooddrive,21015,2023-04-07T10:00:31Z,"{'default': {'url': 'https://i.ytimg.com/vi/SiFVq1DQspE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/SiFVq1DQspE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/SiFVq1DQspE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/SiFVq1DQspE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/SiFVq1DQspE/maxresdefault.jpg', 'width': 1280, 'height': 720}}","❤😍🤩👍; You are so great ma'am in this world, God will be always with you to help all human beings, and I hope one day I will be responsible just  like you 🙏; very nice 👍; very good 👍; Music is haram in Islam; Wow ❤; MashaAllah; Look u deserve so much love. ❤❤❤❤; Lots of love and respect for you ma'am 💓 ,, me Uzma hameed; Proud of you ♥️; MaY Allah bless you and your family ❤️✨🙏; इन सबका खर्च क्या आप खुद उठा ते हो ?; muniba thanks for me u'r made me in my life Allah isn't person know he will give u your gîft thanks so much mam i love tout from burundian🇧🇮🇧🇮🇧🇮🇧🇮🇧🇮🇧🇮; ❤❤❤; Muniba, mA you're a sweetheart of a lady! Allah's blessings be upon you and family beta.; ❤❤❤; Mam love from India ❤️ I want to meet you some day 💝; Ma'am which city is this ? Can u pls let me know ? Ma Sha Allah you're doing a great job . May Allah Pak bless u ❤; Wese to apko pure Pakistan me khana batwana chahiye kyo ki sab ki halat bhikhari se kam nhi h 😂😂
Jai shree Ram 🙏; Mam,I want to meet you"
Don’t Resist Change! ✨ #MunibaMazari #AspiretoInspire #DailyMotivation,29313,2023-03-31T10:00:42Z,"{'default': {'url': 'https://i.ytimg.com/vi/mvIxxyzjG6s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/mvIxxyzjG6s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/mvIxxyzjG6s/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/mvIxxyzjG6s/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/mvIxxyzjG6s/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩😊👍; 😬🙏👍; That's awesome 👍; All right; inshallah; great mam... i love you..; badalti raheen aasmani kitabai,n 
Muhammad ka Quran apni jagah hy; Life is going on. 💐; Great mam ❤; 😓😓😓😓😓😓😓😓😓😓; Lots of dua for you ma'am 🙏 may Allah bless your family ❤; I love You mam❤; ❤; Don't change another one
Change yourself in the world and your world; ❤❤❤; Well said; Love u mam♥️♥️ always inspiring us; ❤; I like you moreee nd will you marry me?; I am your biggest fan Ma'am❤"
Do You Love & Care Too Deeply? | Muniba Mazari,47199,2023-03-25T11:00:33Z,"{'default': {'url': 'https://i.ytimg.com/vi/bNaklOuLe38/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bNaklOuLe38/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bNaklOuLe38/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/bNaklOuLe38/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/bNaklOuLe38/maxresdefault.jpg', 'width': 1280, 'height': 720}}","This  is my story.; You r my inspiration ❤; I been here to find someone  something different; Actually i dont really care if No body Loves me as Long as GOD Is LOVE Me So Much Only thats Matter..so thats why im not worrying if No Body in this World Love Me the Way i Love them.🤩😍🤗🥳👍😉; Thank you ❤; 😍🤩👍; Keep going ❤️👑❤️; I just want to make my English strong to watch your videos..thank u so much it's helpful..❤❤; I live in myanmar 
You love me; YOU ARE SO BEAUTIFUL SO STRONG MUNIBA JI❤❤❤❤❤❤; I love you so much muniba mazari❤; ❤🤩😍🤗👍; 😍🤩🥴🥱😴👍; Your God gifted great thinking has inspired me alot mam eventhough people call you iron lady but i think gold is soil infront of your outstanding words god bless you mam ❤❤; زبردست! آپ کا سماجی نشانی بہن کے بارے میں بہت اچھا رویہ ہے اور میں ایک فرد ہوں لوگوں کی زندگی کے آس پاس کے لوگوں کا سامنا کرنا پڑتا ہے ایک دلچسپ بات ہے اس لیے بہت ساری ناامیدی یا علیحدگی کو ایک طرف رکھا گیا تھا لیکن آپ نے اسے بنیادی طور پر سماجی طور پر حل کرنے کے لیے اپنے الفاظ کی شکل دی تھی۔ محبت کا جذبہ دیکھو ایک بہت اچھا راستہ ہے ایک اچھے لوگوں کی طرف سے محبت کرنے کے لئے سب کے انتظار میں کہا جاتا ہے کہ ماں کے ٹریس کا ایک طریقہ سکھایا تھا خوشی کا ایک طریقہ! تو آپ کا شکریہ ایسا لگتا ہے جیسے اب میری زندگی میں دیکھنے کے لئے ہمیشہ کے لئے میرا بہترین سرپرست بن گیا ہے بہن ❤; Muniba g mujy b Apne kaam ka hiisa bana lein plz; Muniba ma'am I salute and respect respect you for all your inspiring and motivating testimony and messages .i am a person who went through emptiness brokenness nothingness but your speech renew my hope strength and faith.Thankyou with love from North East India; It never comes back; Thank you 😊😥🙏🏽; I have been through lots of  tough times recently and this video described my exact emotions.
Thank u!!✨For making this video🥹❤
I heard the entire video with my heart 💜 , holding on to each word u said🤝"
Pursuit of Happiness! ♥️ #munibamazari #dailymotivation #aspiretoinspire,25036,2023-03-19T09:00:34Z,"{'default': {'url': 'https://i.ytimg.com/vi/rDwTmiOWmWE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/rDwTmiOWmWE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/rDwTmiOWmWE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/rDwTmiOWmWE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/rDwTmiOWmWE/maxresdefault.jpg', 'width': 1280, 'height': 720}}","😍🤩😊👍; Greatest; thanks sweet; Lots of love 
I love 💗💗💗💗💗💗💗💗💗💗💗💗 you muneeba 
When Ill see you ,,,I ll give lots of kisses on yours lighted forehead and yours great hand; ❤; Thank  a lot Tooo ...sister actually a"" life is an accident and base is a words"", so you're a base ❤into a life of an"" terminal points"" for due to motivate!! In tragedy or terrible situation on a network📡 conclusion and  'stay with us a vlogs sister'❤❤❤...  On daily basis of a situation; Love you miss frome Bangladesh ❤; Mam m aapka bhut bada fan hu 😊❤❤❤; 👍; Time does not heal u,u heal,, from, Uzma hameed; You are an awesome mommy 🥰; Aap behadh pyaare ho 😊❤; I have got all the things what i need,i had my friends,i now lost my parents but they were there when i needed,but my friends and teachers try to make me happy,but still i am not able to find happiness,why?; Really true sweetheart always stay blessed Aameen ❤💛💙💜💞😇😇😇; Exactly.  When we keep on doing our inside work, nothing can disturb us nor destroy us. We need to work on Inner engineering ; outside will change on its own.  When you talk about joy,  it would be so inspiring how beautiful life is.  Setbacks are opportunities.  God bless you Muniba.  Keep inspiring the world.; 👌👌👌💞🙏; Life is not easy 😢; 👍👍👍👍👍💐💐💐💐💐; ❤❤❤ Great Sharing Mam..True; Riveting❤❤❤❤so much influence ❤❤❤😮😮😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊❤❤❤"
Never Give Up! ❤️‍🩹 #munibamazari #dailymotivation #dreamaimbelieve #aspiretoinspire #nevergiveup,32877,2023-03-11T11:00:33Z,"{'default': {'url': 'https://i.ytimg.com/vi/gemcUhxttzQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/gemcUhxttzQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/gemcUhxttzQ/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/gemcUhxttzQ/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/gemcUhxttzQ/maxresdefault.jpg', 'width': 1280, 'height': 720}}","Assalamualaikum ma'am you are so inspiring person. May Allah bless you; 😍🤩😊👍; Hii 😢😢😢; Hii; Masha Allah ❤️❤️; Nice; ❤; Love u so much mam❤️❤️; May Allah bless you!; I have Learnt that we must Never forget  these threee types of people who leave us in  our difficult times , those who helped us in our difficult times and those who put us in those difficult times .; You are very stronger lady mam❤😮😀🥀; You're life story let's goes through been heal all over welcoming heart's ❤❤❤❤❤❤ .... Sister❤ and keep going an never been into an stop for others you're motive life sister❤❤❤; Thank you 🙏; Lots of love from India mam ❤️💯; Thankyou mam for motivate us . really u are the strongest lady of the world . You are a inspiration for girls and women.  Have a nice life mam; Strongest woman; God bless you Mom ❤😢
You’re such an inspiration; ❤; There is no weapon deadlier than the Will ❤❤❤❤❤; U r right never give up🙃👍"
